locality,Jobs,cutoff,X,T_freq,L_freq
PRESTONS,132952.602094241,45,27,1.0,1.0
VOYAGER POINT,20365.668591224,45,27,1.0,1.0
PLEASURE POINT,5597.01978417266,45,27,1.0,1.0
WEST HOXTON,157958.60556149698,45,27,1.0,1.0
CECIL HILLS,55918.846013667404,45,27,1.0,1.0
HOXTON PARK,180293.87802924102,45,27,1.0,1.0
HINCHINBROOK,152094.64199424698,45,27,1.0,1.0
GREEN VALLEY,114579.193590869,45,27,1.0,1.0
HORNINGSEA PARK,107689.086432968,45,27,1.0,1.0
MIDDLETON GRANGE,180396.575608557,45,27,1.0,1.0
DENHAM COURT,3049.6751054852302,45,27,1.0,1.0
EDMONDSON PARK,86285.5154021988,45,27,1.0,1.0
LUDDENHAM,8610.50629370629,45,27,1.0,1.0
CARNES HILL,149086.506884682,45,27,1.0,1.0
ELIZABETH HILLS,59368.598269022696,45,27,1.0,1.0
CECIL PARK,323.0,45,27,1.0,1.0
LEN WATERS ESTATE,,45,27,1.0,1.0
LEPPINGTON,29718.2319109462,45,27,1.0,1.0
BRINGELLY,73354.2459353923,45,27,1.0,1.0
GREENDALE,912.416666666667,45,27,1.0,1.0
BADGERYS CREEK,213738.78947368398,45,27,1.0,1.0
KEMPS CREEK,236095.22031300399,45,27,1.0,1.0
WALLACIA,1354.30265486726,45,27,1.0,1.0
AUSTRAL,226501.662149311,45,27,1.0,1.0
ROSSMORE,217109.871247245,45,27,1.0,1.0
SILVERDALE,137.551724137931,45,27,1.0,1.0
BUSBY,475933.488074205,60,27,1.0,1.0
MILLER,523634.949813134,60,27,1.0,1.0
CASULA,430865.132720519,60,27,1.0,1.0
CARTWRIGHT,1145580.77831059,60,27,1.0,1.0
HECKENBERG,371127.266031746,60,27,1.0,1.0
SADLEIR,300154.128431971,60,27,1.0,1.0
LURNEA,628007.251205612,60,27,1.0,1.0
ASHCROFT,254038.64574953102,60,27,1.0,1.0
LIVERPOOL,1022114.20195711,60,27,1.0,1.0
MOOREBANK,922977.990989884,60,27,1.0,1.0
WARWICK FARM,863506.009048279,60,27,1.0,1.0
WATTLE GROVE,109166.96323344199,60,27,1.0,1.0
CHIPPING NORTON,573077.2644241729,60,27,1.0,1.0
HOLSWORTHY,396058.00962395297,60,27,1.0,1.0
HAMMONDVILLE,101461.56017399699,60,27,1.0,1.0
MOUNT PRITCHARD,585444.226449275,60,27,1.0,1.0
PRESTONS,349196.716679132,60,27,1.0,1.0
VOYAGER POINT,278789.801963049,60,27,1.0,1.0
PLEASURE POINT,88691.821942446,60,27,1.0,1.0
WEST HOXTON,360052.712192513,60,27,1.0,1.0
CECIL HILLS,263728.633561124,60,27,1.0,1.0
HOXTON PARK,432241.69256959704,60,27,1.0,1.0
HINCHINBROOK,417012.83614573296,60,27,1.0,1.0
GREEN VALLEY,390709.99815627706,60,27,1.0,1.0
HORNINGSEA PARK,251277.542681295,60,27,1.0,1.0
MIDDLETON GRANGE,433653.790631915,60,27,1.0,1.0
DENHAM COURT,30962.0837130802,60,27,1.0,1.0
EDMONDSON PARK,210220.61028264603,60,27,1.0,1.0
LUDDENHAM,12222.363636363601,60,27,1.0,1.0
CARNES HILL,370650.06669535296,60,27,1.0,1.0
ELIZABETH HILLS,226674.409664623,60,27,1.0,1.0
CECIL PARK,323.0,60,27,1.0,1.0
LEN WATERS ESTATE,,60,27,1.0,1.0
LEPPINGTON,142130.083487941,60,27,1.0,1.0
BRINGELLY,208149.14916577897,60,27,1.0,1.0
GREENDALE,1584.66666666667,60,27,1.0,1.0
BADGERYS CREEK,607571.0776942361,60,27,1.0,1.0
KEMPS CREEK,636113.1746531139,60,27,1.0,1.0
WALLACIA,9802.84424778761,60,27,1.0,1.0
AUSTRAL,456124.478462141,60,27,1.0,1.0
ROSSMORE,512888.93554761703,60,27,1.0,1.0
SILVERDALE,669.103448275862,60,27,1.0,1.0
BUSBY,2296.40238515901,15,28,2.0,2.0
MILLER,3285.86723616302,15,28,2.0,2.0
CASULA,1097.1858590946301,15,28,2.0,2.0
CARTWRIGHT,5034.20804131317,15,28,2.0,2.0
HECKENBERG,1464.03841269841,15,28,2.0,2.0
SADLEIR,1831.1015863331302,15,28,2.0,2.0
LURNEA,2691.7967996492803,15,28,2.0,2.0
ASHCROFT,1236.016358273,15,28,2.0,2.0
LIVERPOOL,13403.8317150266,15,28,2.0,2.0
MOOREBANK,1579.99492157104,15,28,2.0,2.0
WARWICK FARM,11036.2548048346,15,28,2.0,2.0
WATTLE GROVE,777.5886426592799,15,28,2.0,2.0
CHIPPING NORTON,1782.1044469783399,15,28,2.0,2.0
HOLSWORTHY,1227.71644983069,15,28,2.0,2.0
HAMMONDVILLE,1756.19961333978,15,28,2.0,2.0
MOUNT PRITCHARD,998.9365942028991,15,28,2.0,2.0
PRESTONS,1105.7498130142098,15,28,2.0,2.0
VOYAGER POINT,191.905311778291,15,28,2.0,2.0
PLEASURE POINT,145.23381294964,15,28,2.0,2.0
WEST HOXTON,1422.0552941176502,15,28,2.0,2.0
CECIL HILLS,700.9210326499621,15,28,2.0,2.0
HOXTON PARK,2304.6907670739,15,28,2.0,2.0
HINCHINBROOK,1446.2518696069,15,28,2.0,2.0
GREEN VALLEY,1708.42089552239,15,28,2.0,2.0
HORNINGSEA PARK,1472.83783783784,15,28,2.0,2.0
MIDDLETON GRANGE,1210.04413572658,15,28,2.0,2.0
DENHAM COURT,140.513755274262,15,28,2.0,2.0
EDMONDSON PARK,617.055694640978,15,28,2.0,2.0
LUDDENHAM,2351.53286713287,15,28,2.0,2.0
CARNES HILL,2113.7659208261603,15,28,2.0,2.0
ELIZABETH HILLS,593.642264695276,15,28,2.0,2.0
CECIL PARK,323.0,15,28,2.0,2.0
LEN WATERS ESTATE,,15,28,2.0,2.0
LEPPINGTON,136.547309833024,15,28,2.0,2.0
BRINGELLY,2241.7211217607396,15,28,2.0,2.0
GREENDALE,108.083333333333,15,28,2.0,2.0
BADGERYS CREEK,1567.72431077694,15,28,2.0,2.0
KEMPS CREEK,2695.90577605679,15,28,2.0,2.0
WALLACIA,15.918584070796499,15,28,2.0,2.0
AUSTRAL,7090.8646751139795,15,28,2.0,2.0
ROSSMORE,2719.9787185528603,15,28,2.0,2.0
SILVERDALE,0.206896551724138,15,28,2.0,2.0
BUSBY,29176.5348939929,30,28,2.0,2.0
MILLER,41296.3941982559,30,28,2.0,2.0
CASULA,22378.1247245483,30,28,2.0,2.0
CARTWRIGHT,80134.4116562154,30,28,2.0,2.0
HECKENBERG,32578.130793650802,30,28,2.0,2.0
SADLEIR,19826.920683343502,30,28,2.0,2.0
LURNEA,52072.9371985971,30,28,2.0,2.0
ASHCROFT,24994.755162241898,30,28,2.0,2.0
LIVERPOOL,64853.814888422,30,28,2.0,2.0
MOOREBANK,26795.6926321825,30,28,2.0,2.0
WARWICK FARM,55892.0772736279,30,28,2.0,2.0
WATTLE GROVE,4084.1965499874104,30,28,2.0,2.0
CHIPPING NORTON,17970.0477765108,30,28,2.0,2.0
HOLSWORTHY,6385.52058456603,30,28,2.0,2.0
HAMMONDVILLE,5506.5033832769395,30,28,2.0,2.0
MOUNT PRITCHARD,55401.548913043494,30,28,2.0,2.0
PRESTONS,25967.134779356802,30,28,2.0,2.0
VOYAGER POINT,2833.2344110854497,30,28,2.0,2.0
PLEASURE POINT,850.544964028777,30,28,2.0,2.0
WEST HOXTON,33341.0862032086,30,28,2.0,2.0
CECIL HILLS,6155.275474563399,30,28,2.0,2.0
HOXTON PARK,41967.4530342479,30,28,2.0,2.0
HINCHINBROOK,26772.5400767018,30,28,2.0,2.0
GREEN VALLEY,17592.9874451273,30,28,2.0,2.0
HORNINGSEA PARK,15752.817500669,30,28,2.0,2.0
MIDDLETON GRANGE,37736.235923285,30,28,2.0,2.0
DENHAM COURT,814.0016877637131,30,28,2.0,2.0
EDMONDSON PARK,10452.2896484162,30,28,2.0,2.0
LUDDENHAM,6220.87692307692,30,28,2.0,2.0
CARNES HILL,36600.1536144578,30,28,2.0,2.0
ELIZABETH HILLS,8112.59213847818,30,28,2.0,2.0
CECIL PARK,323.0,30,28,2.0,2.0
LEN WATERS ESTATE,,30,28,2.0,2.0
LEPPINGTON,4980.61966604824,30,28,2.0,2.0
BRINGELLY,22298.1707490238,30,28,2.0,2.0
GREENDALE,441.75,30,28,2.0,2.0
BADGERYS CREEK,67659.0,30,28,2.0,2.0
KEMPS CREEK,75981.53041303651,30,28,2.0,2.0
WALLACIA,183.617699115044,30,28,2.0,2.0
AUSTRAL,64119.2400072725,30,28,2.0,2.0
ROSSMORE,70590.0237136125,30,28,2.0,2.0
SILVERDALE,12.3448275862069,30,28,2.0,2.0
BUSBY,140742.50662544198,45,28,2.0,2.0
MILLER,177913.30663819198,45,28,2.0,2.0
CASULA,128234.31612415801,45,28,2.0,2.0
CARTWRIGHT,255124.62928808603,45,28,2.0,2.0
HECKENBERG,115774.79682539699,45,28,2.0,2.0
SADLEIR,101568.766015863,45,28,2.0,2.0
LURNEA,175735.78748356,45,28,2.0,2.0
ASHCROFT,86931.37516760519,45,28,2.0,2.0
LIVERPOOL,214402.02613896603,45,28,2.0,2.0
MOOREBANK,150314.30278084902,45,28,2.0,2.0
WARWICK FARM,196236.49725909802,45,28,2.0,2.0
WATTLE GROVE,14867.1829513976,45,28,2.0,2.0
CHIPPING NORTON,116630.338312429,45,28,2.0,2.0
HOLSWORTHY,52015.4304045625,45,28,2.0,2.0
HAMMONDVILLE,15489.433542774299,45,28,2.0,2.0
MOUNT PRITCHARD,152829.557971014,45,28,2.0,2.0
PRESTONS,130853.70366492099,45,28,2.0,2.0
VOYAGER POINT,20365.668591224,45,28,2.0,2.0
PLEASURE POINT,5597.01978417266,45,28,2.0,2.0
WEST HOXTON,155440.077967914,45,28,2.0,2.0
CECIL HILLS,54058.0252088079,45,28,2.0,2.0
HOXTON PARK,176555.633687162,45,28,2.0,2.0
HINCHINBROOK,150038.911025887,45,28,2.0,2.0
GREEN VALLEY,113638.50649692699,45,28,2.0,2.0
HORNINGSEA PARK,103892.369547766,45,28,2.0,2.0
MIDDLETON GRANGE,179049.190804032,45,28,2.0,2.0
DENHAM COURT,3049.6751054852302,45,28,2.0,2.0
EDMONDSON PARK,85392.5268676753,45,28,2.0,2.0
LUDDENHAM,8610.50629370629,45,28,2.0,2.0
CARNES HILL,145099.84638554198,45,28,2.0,2.0
ELIZABETH HILLS,59177.2524341868,45,28,2.0,2.0
CECIL PARK,323.0,45,28,2.0,2.0
LEN WATERS ESTATE,,45,28,2.0,2.0
LEPPINGTON,29696.4063079777,45,28,2.0,2.0
BRINGELLY,71696.9220447284,45,28,2.0,2.0
GREENDALE,912.416666666667,45,28,2.0,2.0
BADGERYS CREEK,205617.12781954897,45,28,2.0,2.0
KEMPS CREEK,228899.79929009397,45,28,2.0,2.0
WALLACIA,1354.30265486726,45,28,2.0,2.0
AUSTRAL,220726.04904757897,45,28,2.0,2.0
ROSSMORE,208267.137873375,45,28,2.0,2.0
SILVERDALE,137.551724137931,45,28,2.0,2.0
BUSBY,475205.0625,60,28,2.0,2.0
MILLER,520619.009076348,60,28,2.0,2.0
CASULA,427271.40483535896,60,28,2.0,2.0
CARTWRIGHT,1143696.1763187,60,28,2.0,2.0
HECKENBERG,369150.579365079,60,28,2.0,2.0
SADLEIR,299139.958511287,60,28,2.0,2.0
LURNEA,624958.536277948,60,28,2.0,2.0
ASHCROFT,252708.894877983,60,28,2.0,2.0
LIVERPOOL,1018238.83905892,60,28,2.0,2.0
MOOREBANK,922176.9880411191,60,28,2.0,2.0
WARWICK FARM,860882.7926821209,60,28,2.0,2.0
WATTLE GROVE,109225.1281793,60,28,2.0,2.0
CHIPPING NORTON,571856.33990878,60,28,2.0,2.0
HOLSWORTHY,395264.174656924,60,28,2.0,2.0
HAMMONDVILLE,101759.293136781,60,28,2.0,2.0
MOUNT PRITCHARD,583973.226449275,60,28,2.0,2.0
PRESTONS,345101.017202693,60,28,2.0,2.0
VOYAGER POINT,278456.43129330303,60,28,2.0,2.0
PLEASURE POINT,88691.821942446,60,28,2.0,2.0
WEST HOXTON,354848.18759358296,60,28,2.0,2.0
CECIL HILLS,257436.643280182,60,28,2.0,2.0
HOXTON PARK,428977.963148408,60,28,2.0,2.0
HINCHINBROOK,414884.73652924295,60,28,2.0,2.0
GREEN VALLEY,386405.67963125603,60,28,2.0,2.0
HORNINGSEA PARK,244680.900722505,60,28,2.0,2.0
MIDDLETON GRANGE,431741.21920334396,60,28,2.0,2.0
DENHAM COURT,29684.331139240498,60,28,2.0,2.0
EDMONDSON PARK,208129.13246979399,60,28,2.0,2.0
LUDDENHAM,12213.7468531469,60,28,2.0,2.0
CARNES HILL,359282.32788296,60,28,2.0,2.0
ELIZABETH HILLS,224172.301478543,60,28,2.0,2.0
CECIL PARK,323.0,60,28,2.0,2.0
LEN WATERS ESTATE,,60,28,2.0,2.0
LEPPINGTON,140893.508348794,60,28,2.0,2.0
BRINGELLY,206704.550798722,60,28,2.0,2.0
GREENDALE,1584.66666666667,60,28,2.0,2.0
BADGERYS CREEK,590190.248120301,60,28,2.0,2.0
KEMPS CREEK,619121.529606325,60,28,2.0,2.0
WALLACIA,9802.84424778761,60,28,2.0,2.0
AUSTRAL,446685.857640346,60,28,2.0,2.0
ROSSMORE,489344.46879987797,60,28,2.0,2.0
SILVERDALE,669.103448275862,60,28,2.0,2.0
BUSBY,2293.30167844523,15,29,3.0,3.0
MILLER,3285.86723616302,15,29,3.0,3.0
CASULA,1090.32399420764,15,29,3.0,3.0
CARTWRIGHT,4662.520103282921,15,29,3.0,3.0
HECKENBERG,1464.03841269841,15,29,3.0,3.0
SADLEIR,1831.1015863331302,15,29,3.0,3.0
LURNEA,2686.30929416922,15,29,3.0,3.0
ASHCROFT,1236.016358273,15,29,3.0,3.0
LIVERPOOL,13395.1822535158,15,29,3.0,3.0
MOOREBANK,1579.99492157104,15,29,3.0,3.0
WARWICK FARM,11036.2548048346,15,29,3.0,3.0
WATTLE GROVE,777.5886426592799,15,29,3.0,3.0
CHIPPING NORTON,1782.1044469783399,15,29,3.0,3.0
HOLSWORTHY,1227.71644983069,15,29,3.0,3.0
HAMMONDVILLE,1756.19961333978,15,29,3.0,3.0
MOUNT PRITCHARD,998.9365942028991,15,29,3.0,3.0
PRESTONS,1104.08302169035,15,29,3.0,3.0
VOYAGER POINT,191.905311778291,15,29,3.0,3.0
PLEASURE POINT,145.23381294964,15,29,3.0,3.0
WEST HOXTON,1366.92481283422,15,29,3.0,3.0
CECIL HILLS,700.2985573272591,15,29,3.0,3.0
HOXTON PARK,2307.57620668937,15,29,3.0,3.0
HINCHINBROOK,1444.25493767977,15,29,3.0,3.0
GREEN VALLEY,1708.42089552239,15,29,3.0,3.0
HORNINGSEA PARK,1472.83783783784,15,29,3.0,3.0
MIDDLETON GRANGE,1236.9450454880698,15,29,3.0,3.0
DENHAM COURT,140.513755274262,15,29,3.0,3.0
EDMONDSON PARK,617.055694640978,15,29,3.0,3.0
LUDDENHAM,2351.53286713287,15,29,3.0,3.0
CARNES HILL,2114.15533562823,15,29,3.0,3.0
ELIZABETH HILLS,593.642264695276,15,29,3.0,3.0
CECIL PARK,323.0,15,29,3.0,3.0
LEN WATERS ESTATE,,15,29,3.0,3.0
LEPPINGTON,136.547309833024,15,29,3.0,3.0
BRINGELLY,2200.0465743699,15,29,3.0,3.0
GREENDALE,108.083333333333,15,29,3.0,3.0
BADGERYS CREEK,1423.6165413533802,15,29,3.0,3.0
KEMPS CREEK,2261.8228460793803,15,29,3.0,3.0
WALLACIA,15.918584070796499,15,29,3.0,3.0
AUSTRAL,6572.10110206707,15,29,3.0,3.0
ROSSMORE,2300.14250969066,15,29,3.0,3.0
SILVERDALE,0.206896551724138,15,29,3.0,3.0
BUSBY,29154.924469964702,30,29,3.0,3.0
MILLER,39412.8081509165,30,29,3.0,3.0
CASULA,22108.290058553197,30,29,3.0,3.0
CARTWRIGHT,78810.9299151605,30,29,3.0,3.0
HECKENBERG,32573.472380952404,30,29,3.0,3.0
SADLEIR,19737.2367297132,30,29,3.0,3.0
LURNEA,51406.0039456379,30,29,3.0,3.0
ASHCROFT,24944.2290158219,30,29,3.0,3.0
LIVERPOOL,64629.1523858195,30,29,3.0,3.0
MOOREBANK,26715.6540115493,30,29,3.0,3.0
WARWICK FARM,55762.608282147805,30,29,3.0,3.0
WATTLE GROVE,4084.1965499874104,30,29,3.0,3.0
CHIPPING NORTON,17969.5034207526,30,29,3.0,3.0
HOLSWORTHY,6385.52058456603,30,29,3.0,3.0
HAMMONDVILLE,5506.5033832769395,30,29,3.0,3.0
MOUNT PRITCHARD,55470.0597826087,30,29,3.0,3.0
PRESTONS,24949.1316379955,30,29,3.0,3.0
VOYAGER POINT,2833.2344110854497,30,29,3.0,3.0
PLEASURE POINT,850.544964028777,30,29,3.0,3.0
WEST HOXTON,31452.5827807487,30,29,3.0,3.0
CECIL HILLS,6079.77205770691,30,29,3.0,3.0
HOXTON PARK,41280.0176246745,30,29,3.0,3.0
HINCHINBROOK,25145.9348034516,30,29,3.0,3.0
GREEN VALLEY,17434.9961369622,30,29,3.0,3.0
HORNINGSEA PARK,14072.625635536499,30,29,3.0,3.0
MIDDLETON GRANGE,36564.965945414304,30,29,3.0,3.0
DENHAM COURT,814.0016877637131,30,29,3.0,3.0
EDMONDSON PARK,10227.469903124,30,29,3.0,3.0
LUDDENHAM,6220.87692307692,30,29,3.0,3.0
CARNES HILL,35376.4604130809,30,29,3.0,3.0
ELIZABETH HILLS,8110.6181031374,30,29,3.0,3.0
CECIL PARK,323.0,30,29,3.0,3.0
LEN WATERS ESTATE,,30,29,3.0,3.0
LEPPINGTON,4980.61966604824,30,29,3.0,3.0
BRINGELLY,21448.0112176074,30,29,3.0,3.0
GREENDALE,441.75,30,29,3.0,3.0
BADGERYS CREEK,63786.8721804511,30,29,3.0,3.0
KEMPS CREEK,71982.4268312359,30,29,3.0,3.0
WALLACIA,183.617699115044,30,29,3.0,3.0
AUSTRAL,60633.0861933932,30,29,3.0,3.0
ROSSMORE,67638.4292011857,30,29,3.0,3.0
SILVERDALE,12.3448275862069,30,29,3.0,3.0
BUSBY,140193.494920495,45,29,3.0,3.0
MILLER,175553.972592988,45,29,3.0,3.0
CASULA,126633.00761820801,45,29,3.0,3.0
CARTWRIGHT,252778.68978236802,45,29,3.0,3.0
HECKENBERG,115262.66222222199,45,29,3.0,3.0
SADLEIR,100103.36363636401,45,29,3.0,3.0
LURNEA,172733.599079351,45,29,3.0,3.0
ASHCROFT,86139.1592920354,45,29,3.0,3.0
LIVERPOOL,213497.589271857,45,29,3.0,3.0
MOOREBANK,149308.674693861,45,29,3.0,3.0
WARWICK FARM,194637.47374678,45,29,3.0,3.0
WATTLE GROVE,14862.9152606396,45,29,3.0,3.0
CHIPPING NORTON,116214.35735461801,45,29,3.0,3.0
HOLSWORTHY,52016.2211726965,45,29,3.0,3.0
HAMMONDVILLE,15489.433542774299,45,29,3.0,3.0
MOUNT PRITCHARD,153614.938405797,45,29,3.0,3.0
PRESTONS,128133.656768886,45,29,3.0,3.0
VOYAGER POINT,20363.8048498845,45,29,3.0,3.0
PLEASURE POINT,5597.01978417266,45,29,3.0,3.0
WEST HOXTON,151049.156363636,45,29,3.0,3.0
CECIL HILLS,49107.521184510304,45,29,3.0,3.0
HOXTON PARK,176462.91608251602,45,29,3.0,3.0
HINCHINBROOK,146166.080345158,45,29,3.0,3.0
GREEN VALLEY,110822.59095698,45,29,3.0,3.0
HORNINGSEA PARK,102465.423334225,45,29,3.0,3.0
MIDDLETON GRANGE,177148.261003196,45,29,3.0,3.0
DENHAM COURT,3049.6751054852302,45,29,3.0,3.0
EDMONDSON PARK,84126.2497732303,45,29,3.0,3.0
LUDDENHAM,8610.50629370629,45,29,3.0,3.0
CARNES HILL,141164.682444062,45,29,3.0,3.0
ELIZABETH HILLS,57699.9505950234,45,29,3.0,3.0
CECIL PARK,323.0,45,29,3.0,3.0
LEN WATERS ESTATE,,45,29,3.0,3.0
LEPPINGTON,29593.3784786642,45,29,3.0,3.0
BRINGELLY,70798.27142350019,45,29,3.0,3.0
GREENDALE,912.416666666667,45,29,3.0,3.0
BADGERYS CREEK,195983.29072681698,45,29,3.0,3.0
KEMPS CREEK,219001.389319135,45,29,3.0,3.0
WALLACIA,1354.30265486726,45,29,3.0,3.0
AUSTRAL,214549.769838606,45,29,3.0,3.0
ROSSMORE,199001.214638595,45,29,3.0,3.0
SILVERDALE,137.551724137931,45,29,3.0,3.0
BUSBY,471385.61903710297,60,29,3.0,3.0
MILLER,516727.09467876796,60,29,3.0,3.0
CASULA,424377.575395076,60,29,3.0,3.0
CARTWRIGHT,1140159.77240871,60,29,3.0,3.0
HECKENBERG,363865.60825396795,60,29,3.0,3.0
SADLEIR,294817.484441733,60,29,3.0,3.0
LURNEA,616999.614861903,60,29,3.0,3.0
ASHCROFT,250816.06838294398,60,29,3.0,3.0
LIVERPOOL,1016546.8113679001,60,29,3.0,3.0
MOOREBANK,919066.635909407,60,29,3.0,3.0
WARWICK FARM,860038.04742091,60,29,3.0,3.0
WATTLE GROVE,108862.374842609,60,29,3.0,3.0
CHIPPING NORTON,571428.474344356,60,29,3.0,3.0
HOLSWORTHY,394696.23970771703,60,29,3.0,3.0
HAMMONDVILLE,101340.650314161,60,29,3.0,3.0
MOUNT PRITCHARD,583535.485507246,60,29,3.0,3.0
PRESTONS,341601.957591623,60,29,3.0,3.0
VOYAGER POINT,278650.238452656,60,29,3.0,3.0
PLEASURE POINT,88691.821942446,60,29,3.0,3.0
WEST HOXTON,350036.672727273,60,29,3.0,3.0
CECIL HILLS,243796.929384966,60,29,3.0,3.0
HOXTON PARK,426152.057881033,60,29,3.0,3.0
HINCHINBROOK,405193.47641419,60,29,3.0,3.0
GREEN VALLEY,381154.034240562,60,29,3.0,3.0
HORNINGSEA PARK,239663.776023548,60,29,3.0,3.0
MIDDLETON GRANGE,429420.191910499,60,29,3.0,3.0
DENHAM COURT,29648.0432067511,60,29,3.0,3.0
EDMONDSON PARK,202253.007909728,60,29,3.0,3.0
LUDDENHAM,12125.5118881119,60,29,3.0,3.0
CARNES HILL,353791.36703958706,60,29,3.0,3.0
ELIZABETH HILLS,224313.67616300003,60,29,3.0,3.0
CECIL PARK,323.0,60,29,3.0,3.0
LEN WATERS ESTATE,,60,29,3.0,3.0
LEPPINGTON,142277.224489796,60,29,3.0,3.0
BRINGELLY,204142.855591054,60,29,3.0,3.0
GREENDALE,1584.66666666667,60,29,3.0,3.0
BADGERYS CREEK,554921.45112782,60,29,3.0,3.0
KEMPS CREEK,597401.149483704,60,29,3.0,3.0
WALLACIA,9802.84424778761,60,29,3.0,3.0
AUSTRAL,435058.85667533794,60,29,3.0,3.0
ROSSMORE,476279.525955765,60,29,3.0,3.0
SILVERDALE,669.103448275862,60,29,3.0,3.0
BUSBY,2296.40238515901,15,30,4.0,4.0
MILLER,3284.11122975618,15,30,4.0,4.0
CASULA,1077.6424479002699,15,30,4.0,4.0
CARTWRIGHT,4752.3507930652895,15,30,4.0,4.0
HECKENBERG,1464.03841269841,15,30,4.0,4.0
SADLEIR,1831.1015863331302,15,30,4.0,4.0
LURNEA,2672.7254493643104,15,30,4.0,4.0
ASHCROFT,1236.016358273,15,30,4.0,4.0
LIVERPOOL,13396.729903658701,15,30,4.0,4.0
MOOREBANK,1579.99492157104,15,30,4.0,4.0
WARWICK FARM,11036.2548048346,15,30,4.0,4.0
WATTLE GROVE,777.5886426592799,15,30,4.0,4.0
CHIPPING NORTON,1782.1044469783399,15,30,4.0,4.0
HOLSWORTHY,1227.71644983069,15,30,4.0,4.0
HAMMONDVILLE,1756.19961333978,15,30,4.0,4.0
MOUNT PRITCHARD,998.9365942028991,15,30,4.0,4.0
PRESTONS,1099.86559461481,15,30,4.0,4.0
VOYAGER POINT,191.905311778291,15,30,4.0,4.0
PLEASURE POINT,145.23381294964,15,30,4.0,4.0
WEST HOXTON,1398.8134759358302,15,30,4.0,4.0
CECIL HILLS,696.6842824601371,15,30,4.0,4.0
HOXTON PARK,2234.04546364911,15,30,4.0,4.0
HINCHINBROOK,1433.47516778523,15,30,4.0,4.0
GREEN VALLEY,1708.42089552239,15,30,4.0,4.0
HORNINGSEA PARK,1472.83783783784,15,30,4.0,4.0
MIDDLETON GRANGE,1209.6245389722199,15,30,4.0,4.0
DENHAM COURT,140.513755274262,15,30,4.0,4.0
EDMONDSON PARK,617.055694640978,15,30,4.0,4.0
LUDDENHAM,2351.53286713287,15,30,4.0,4.0
CARNES HILL,2109.46944922547,15,30,4.0,4.0
ELIZABETH HILLS,593.642264695276,15,30,4.0,4.0
CECIL PARK,323.0,15,30,4.0,4.0
LEN WATERS ESTATE,,15,30,4.0,4.0
LEPPINGTON,136.547309833024,15,30,4.0,4.0
BRINGELLY,2187.50862619808,15,30,4.0,4.0
GREENDALE,108.083333333333,15,30,4.0,4.0
BADGERYS CREEK,1328.27067669173,15,30,4.0,4.0
KEMPS CREEK,2167.7055501774803,15,30,4.0,4.0
WALLACIA,15.918584070796499,15,30,4.0,4.0
AUSTRAL,6283.2080920813405,15,30,4.0,4.0
ROSSMORE,1995.52724785285,15,30,4.0,4.0
SILVERDALE,0.206896551724138,15,30,4.0,4.0
BUSBY,29046.7480123675,30,30,4.0,4.0
MILLER,38949.8072610785,30,30,4.0,4.0
CASULA,21958.145816281598,30,30,4.0,4.0
CARTWRIGHT,77637.4592401328,30,30,4.0,4.0
HECKENBERG,32336.349523809502,30,30,4.0,4.0
SADLEIR,19726.3004881025,30,30,4.0,4.0
LURNEA,50582.884699693095,30,30,4.0,4.0
ASHCROFT,24944.2290158219,30,30,4.0,4.0
LIVERPOOL,64199.450797796795,30,30,4.0,4.0
MOOREBANK,26728.858172584703,30,30,4.0,4.0
WARWICK FARM,55171.546265108,30,30,4.0,4.0
WATTLE GROVE,4084.1965499874104,30,30,4.0,4.0
CHIPPING NORTON,17970.0477765108,30,30,4.0,4.0
HOLSWORTHY,6385.52058456603,30,30,4.0,4.0
HAMMONDVILLE,5506.5033832769395,30,30,4.0,4.0
MOUNT PRITCHARD,55912.8152173913,30,30,4.0,4.0
PRESTONS,24192.0485415108,30,30,4.0,4.0
VOYAGER POINT,2833.2344110854497,30,30,4.0,4.0
PLEASURE POINT,850.544964028777,30,30,4.0,4.0
WEST HOXTON,29597.057326203198,30,30,4.0,4.0
CECIL HILLS,5844.72103264996,30,30,4.0,4.0
HOXTON PARK,37929.8079311035,30,30,4.0,4.0
HINCHINBROOK,25502.3839884947,30,30,4.0,4.0
GREEN VALLEY,17241.0081650571,30,30,4.0,4.0
HORNINGSEA PARK,12849.112924806,30,30,4.0,4.0
MIDDLETON GRANGE,33060.3025571674,30,30,4.0,4.0
DENHAM COURT,814.0016877637131,30,30,4.0,4.0
EDMONDSON PARK,10278.2547440223,30,30,4.0,4.0
LUDDENHAM,6220.87692307692,30,30,4.0,4.0
CARNES HILL,32817.5447504303,30,30,4.0,4.0
ELIZABETH HILLS,8130.29390551749,30,30,4.0,4.0
CECIL PARK,323.0,30,30,4.0,4.0
LEN WATERS ESTATE,,30,30,4.0,4.0
LEPPINGTON,4943.38033395176,30,30,4.0,4.0
BRINGELLY,20270.5254526092,30,30,4.0,4.0
GREENDALE,441.75,30,30,4.0,4.0
BADGERYS CREEK,60690.9949874687,30,30,4.0,4.0
KEMPS CREEK,68085.8561632785,30,30,4.0,4.0
WALLACIA,183.617699115044,30,30,4.0,4.0
AUSTRAL,57249.8190540125,30,30,4.0,4.0
ROSSMORE,62951.2350079805,30,30,4.0,4.0
SILVERDALE,12.3448275862069,30,30,4.0,4.0
BUSBY,136118.397305654,45,30,4.0,4.0
